"","x"
"6109",4777.509179509
"6110",28343.1430795366
"6111",17034.8311821289
"6112",6384.17587338683
"6113",11396.5862815964
"6114",12318.4025215191
"6115",15686.3987734981
"6116",1118.79028295213
"6117",5895.48511725521
"6118",21321.3070399151
"6119",1913.64251219029
"6120",23742.3949291004
"6121",6963.5368731347
"6122",12269.0697843765
"6123",13952.325026409
"6124",13235.2183803693
"6125",22044.1173672186
"6126",28759.0689690758
"6127",22022.8685691103
"6128",19274.6924487506
"6129",19903.8326506098
"6130",5187.96627407763
"6131",22202.3820065931
"6132",6972.95219630905
"6133",27095.038635052
"6134",4708.3932084508
"6135",5129.44478578987
"6136",6576.6362505199
"6137",12446.4862428524
"6138",2208.46629891226
"6139",25818.2715055737
"6140",5804.74076594001
"6141",17356.2125089166
"6142",5562.68066664904
"6143",5642.52795814167
"6144",24354.553938793
"6145",20964.9621936944
"6146",26205.6582337889
"6147",3510.89039726099
"6148",3903.44321051455
"6149",-1638.12152489091
"6150",1535.05639514356
"6151",10219.3781096739
"6152",745.152262768773
"6153",5056.27905770084
"6154",26154.3163324195
"6155",19661.6680424785
"6156",6990.74395097877
"6157",33273.5392309076
"6158",10825.2034213959
"6159",24530.6331976271
"6160",2141.66334433484
"6161",10788.7957279491
"6162",27543.4280184733
"6163",948.979616392166
"6164",3338.95839006517
"6165",3694.83872696764
"6166",35771.8981884713
"6167",11738.8986237526
"6168",10230.2874370908
"6169",16789.2925942874
"6170",4407.25957923927
"6171",9082.4952063863
"6172",15127.151179408
"6173",-1937.70145350245
"6174",4025.27303822669
"6175",4055.28638067493
"6176",5058.27749510756
"6177",5209.89964088724
"6178",17431.0009707313
"6179",7200.76399557916
"6180",9172.91975925349
"6181",2063.6991015595
"6182",17203.186682043
"6183",9094.34454129878
"6184",29989.3310040183
"6185",29355.7093850572
"6186",3366.5337770391
"6187",7243.01190931979
"6188",30228.3701763274
"6189",3706.39368446312
"6190",23102.4543509936
"6191",10849.5500544311
"6192",12008.716993169
"6193",6796.22023350376
"6194",12826.6202373085
"6195",4488.19620365991
"6196",2483.79860139288
"6197",7221.65974690443
"6198",8749.30716099777
"6199",3371.66594140251
"6200",18041.4091454636
"6201",75.4490089044681
"6202",32613.0446258389
"6203",5524.01110092344
"6204",5661.7290712719
"6205",6164.01879297158
"6206",-1499.33466894975
"6207",11100.566739361
"6208",24502.4229441257
"6209",9078.53767211728
"6210",5787.39363635054
"6211",11705.8010524054
"6212",4126.14589362705
"6213",1164.28598492268
"6214",2461.27555418271
"6215",14184.8884138136
"6216",35694.5041971129
"6217",6961.70617159743
"6218",9731.19296325083
"6219",8851.23414088574
"6220",6413.1255594674
"6221",3223.35326497307
"6222",10120.9031441213
"6223",31038.4371890411
"6224",7185.74527317406
"6225",18514.6255756285
"6226",9264.02731145828
"6227",-2706.80401334948
"6228",7063.42790974452
"6229",24372.4013604672
"6230",7961.85373962267
"6231",30210.9142153534
"6232",8649.8606323986
"6233",4814.93745030092
"6234",584.968499034886
"6235",12641.503754071
"6236",10943.5664148416
"6237",25244.9711606041
"6238",11484.0790818931
"6239",1025.13308207744
"6240",12087.5144405184
"6241",14797.5145903274
"6242",5249.18520508212
"6243",5734.39370023891
"6244",7220.16916160711
"6245",6052.2263691178
"6246",27266.8955205661
"6247",10538.2433864033
"6248",-811.816686833725
"6249",24568.1990250863
"6250",12845.9781308208
"6251",9347.5703375661
"6252",5371.17253440637
"6253",2292.36806037263
"6254",864.786539392661
"6255",11945.9685518246
"6256",11088.7600207602
"6257",20712.0062524529
"6258",6632.22788473644
"6259",15721.3381983361
"6260",1153.42249459764
"6261",5198.22812013126
"6262",4406.09081597776
"6263",4232.64486107782
"6264",10133.1713726694
"6265",4900.84338012611
"6266",10797.9963435519
"6267",4441.66337335984
"6268",6650.61364465423
"6269",2737.67964008864
"6270",2564.28725946872
"6271",2741.15643439806
"6272",2734.59479548546
"6273",29094.964966106
"6274",26179.5028208063
"6275",1614.88513603818
"6276",6226.49517872963
"6277",20958.4376696118
"6278",-521.839360387249
"6279",7810.82526312371
"6280",1313.6198232266
"6281",28904.2719442054
"6282",339.566302157963
"6283",7378.99954992217
"6284",17367.3513379274
"6285",3499.14454165349
"6286",7332.86720800066
"6287",23560.4865071637
"6288",26999.7353172435
"6289",23139.2931087697
"6290",8186.19682229909
"6291",-1329.03020864616
"6292",15058.1060122143
"6293",4961.45750921565
"6294",8563.50644501927
"6295",5338.62783872
"6296",1185.33819203514
"6297",20617.5517782244
"6298",3397.38243394926
"6299",2619.50739134261
"6300",-1028.88892264579
"6301",5480.94353255599
"6302",23271.2134556902
"6303",5951.85189725529
"6304",9345.59977259594
"6305",7258.97296245223
"6306",21285.1658423559
"6307",21894.6703754375
"6308",6611.59847935987
"6309",6538.30258882866
"6310",27607.34976071
"6311",27601.6442968979
"6312",4029.39638661605
"6313",6852.5146114739
"6314",8270.17450307896
"6315",21261.2408085866
"6316",9147.65364317548
"6317",25485.8259680947
"6318",6289.25577082737
"6319",16576.7990259589
"6320",12848.6350481691
"6321",24547.7987711481
"6322",24603.8346783636
"6323",3763.95469802584
"6324",1891.90422931682
"6325",10276.6097374934
"6326",17659.7470739646
"6327",18407.3245053508
"6328",23998.9937168228
"6329",20982.6692414294
"6330",38433.9572503552
"6331",22343.4780677756
"6332",7656.79981133064
"6333",1222.56964911194
"6334",23596.9774605565
"6335",10706.4161652772
"6336",10099.0896226641
"6337",7279.62728791913
"6338",3041.8052486023
"6339",4486.18480841145
"6340",-2262.33506562042
"6341",28412.7942492647
"6342",10897.3963976845
"6343",7195.05122021553
"6344",30605.1725331299
"6345",15949.4890181327
"6346",6776.46787475186
"6347",-1466.76749730724
"6348",26248.8263647654
"6349",2580.83782561701
"6350",23467.2481289194
"6351",5826.47628784832
"6352",6149.57752040021
"6353",13468.0252351895
"6354",16410.9011578046
"6355",1925.19415202462
"6356",23845.4066343864
"6357",3303.56960099936
"6358",18194.1235617167
"6359",32977.2377834579
"6360",1581.27160343772
"6361",4473.03566019989
"6362",-489.45752365974
"6363",16308.8736311765
"6364",5146.53418935344
"6365",3731.38752638334
"6366",8208.49735757735
"6367",12275.39289236
"6368",7451.65710091814
"6369",8344.1845786272
"6370",15435.048531235
"6371",4439.91175409447
"6372",14060.9494433784
"6373",-338.396574962619
"6374",11160.9778493412
"6375",4002.12729550058
"6376",7758.38910237288
"6377",27954.9987225471
"6378",5002.52735907366
"6379",1919.11130716089
"6380",3477.55139749609
"6381",10619.8579250001
"6382",-466.856885227147
"6383",39292.9376481483
"6384",14069.7472133268
"6385",3260.1389390318
"6386",9366.06947262853
"6387",22581.9354694892
"6388",14465.4991664251
"6389",7040.78236747693
"6390",26494.1206874817
"6391",3228.07807358985
"6392",1304.68570351143
"6393",19745.6008134499
"6394",6630.07689096766
"6395",5965.62919069356
"6396",18500.6432268398
"6397",17463.9494093455
"6398",14819.6020413173
"6399",1369.28652174179
"6400",23183.5881748858
"6401",26333.3553221665
"6402",26005.7415393983
"6403",10695.906583386
"6404",32713.1204902045
"6405",11668.0274115998
"6406",16959.9495488077
"6407",27695.9851207829
"6408",36173.6652274671
"6409",13028.479347799
"6410",5547.19406531483
"6411",11057.7668088005
"6412",35419.6809380703
"6413",5669.21407605298
"6414",3903.44321051455
"6415",24421.2215670842
"6416",13973.4856580765
"6417",21479.538877075
"6418",5223.94461267801
"6419",26557.5865285182
"6420",8937.63683972896
"6421",22701.0935628227
"6422",24043.7666677281
"6423",10629.3130046481
"6424",16818.580643386
"6425",20113.4974728632
"6426",7291.0411394457
"6427",21216.4453817252
"6428",4131.92615519408
"6429",23260.1604632016
"6430",5488.06190593149
"6431",24280.0562418668
"6432",12340.5513291492
"6433",6255.69559936268
"6434",6309.70705234553
"6435",8595.80865405553
"6436",17601.7115075291
"6437",10052.0894750312
"6438",9347.5703375661
"6439",8314.13471591719
"6440",8596.42629822697
"6441",10996.4420031876
"6442",2570.12922302918
"6443",25385.5769216439
"6444",6269.34351473838
"6445",5781.68086098691
"6446",26282.0553837382
"6447",2035.99128164424
"6448",934.841953245474
"6449",5370.42401848697
"6450",15937.7431625252
"6451",7855.76251104004
"6452",34258.43931623
"6453",8069.99744188737
"6454",20782.7598585903
"6455",2627.31628117182
"6456",26232.865311633
"6457",9857.829242101
"6458",9347.33525070509
"6459",27646.4397237593
"6460",3864.4520201109
"6461",26019.3854088013
"6462",21714.5879197894
"6463",8124.79517648886
"6464",5636.68160876124
"6465",13584.6083445639
"6466",6568.12420309348
"6467",4851.68362313332
"6468",22186.736815913
"6469",18239.7413418458
"6470",12736.4847405518
"6471",28481.5861558862
"6472",14649.4807343511
"6473",21066.873434005
"6474",10262.0646098231
"6475",5781.68086098691
"6476",3293.60306778945
"6477",35820.4005870172
"6478",10231.9289843505
"6479",33431.4378745452
"6480",437.462660437931
"6481",9429.49200300203
"6482",1798.83346574483
"6483",722.630816582815
"6484",10803.1886105353
"6485",8064.78581721742
"6486",484.75574082801
"6487",2868.90991138428
"6488",30479.954425335
"6489",25004.9408647277
"6490",20459.0718433108
"6491",1314.6048642419
"6492",16004.1837341693
"6493",1427.29522726543
"6494",9427.79122736702
"6495",28696.6468563637
"6496",1118.45747826369
"6497",10705.11763209
"6498",25032.0731448169
"6499",20683.0893128178
"6500",7822.06397628381
"6501",13317.7160295792
"6502",13360.1840142923
"6503",7010.7464486338
"6504",3947.91033928403
"6505",16527.7816198704
"6506",15840.4233811735
"6507",16872.3101899626
"6508",27769.6103860753
"6509",18509.6038211499
"6510",19946.0476184128
"6511",12571.8943043574
"6512",22802.0925499045
"6513",1728.58366292846
"6514",25050.6263541796
"6515",14824.7795141943
"6516",13273.0239129942
"6517",12804.0195988759
"6518",11386.1175979908
"6519",25861.6792965934
"6520",11767.2003383481
"6521",9814.35840307794
"6522",9561.29410231308
"6523",7806.70623335221
"6524",2718.60070577398
"6525",3186.46801411407
"6526",3454.34911479208
"6527",10301.0175432747
"6528",891.411291277919
"6529",37159.2400607464
"6530",11602.7893471193
"6531",15487.0308276745
"6532",4231.89792568543
"6533",-1952.8906785125
"6534",6760.58458022655
"6535",-1712.88912242139
"6536",10018.2052196035
"6537",-3814.67299277928
"6538",8003.50209003809
"6539",15487.0308276745
"6540",18902.8597178173
"6541",8302.05901706036
"6542",7470.87043938086
"6543",12408.9655003493
"6544",4542.92345938048
"6545",4304.24787395326
"6546",4396.69140175793
"6547",20000.8442322451
"6548",1017.72566851877
"6549",27080.2016334817
"6550",15487.774204463
"6551",19745.79286556
"6552",5102.30428712944
"6553",6453.29184444503
"6554",4593.56084980235
"6555",17002.5289730927
"6556",23350.4485163204
"6557",25654.5286841827
"6558",11635.7098333684
"6559",2646.70151134493
"6560",21003.2330964732
"6561",2795.68482471764
"6562",24040.6458986132
"6563",11016.7444995762
"6564",22673.3643520717
"6565",9169.66845403606
"6566",26584.5514970822
"6567",15303.0824979679
"6568",-1310.02624544466
"6569",1304.25251015908
"6570",8875.94623824706
"6571",22695.5918219144
"6572",20454.3791065426
"6573",13513.9582418563
"6574",6875.11524990649
"6575",16349.947527882
"6576",24367.4920205076
"6577",14928.2884814536
"6578",11616.1718618491
"6579",114.522752730929
"6580",18159.9536452706
"6581",3272.87350045126
"6582",8649.8606323986
"6583",9807.53722169279
"6584",19852.9768548408
"6585",2186.27151048344
"6586",38139.8824594367
"6587",24097.290660387
"6588",13759.4188790277
"6589",12175.7701482552
"6590",34222.9175594597
"6591",16595.1468402026
"6592",16524.9616883306
"6593",20023.4448706777
"6594",10645.996982204
"6595",9719.11559846458
"6596",28803.6405950085
"6597",20580.5670590248
"6598",3981.14664140137
"6599",4752.3134969134
"6600",1346.74372933202
"6601",19633.3260806261
"6602",10732.1326578239
"6603",3960.97028545935
"6604",6086.16701315411
"6605",16708.9100180373
"6606",11002.9731296363
"6607",24301.8894410591
"6608",4580.63973146458
"6609",10867.4691967127
"6610",7508.08704049958
"6611",1938.11527036239
"6612",3477.55139749609
"6613",3856.77935501316
"6614",5232.20144558148
"6615",23121.7047597523
"6616",7304.46866442279
"6617",-1857.31216763259
"6618",4002.12729550058
"6619",32019.8855011451
"6620",3416.88019089439
"6621",6807.54058848263
"6622",3611.13527646318
"6623",2716.80924699655
"6624",5912.16023907795
"6625",-560.514086101835
"6626",20574.4648958485
"6627",-194.937686131056
"6628",30581.5900709751
"6629",1740.52307125267
"6630",5741.89803481874
"6631",19699.5186741766
"6632",21254.1689653608
"6633",30486.2775333185
"6634",-3121.5603952892
"6635",29452.5997794657
"6636",7859.82707535195
"6637",55.9252073347162
"6638",5348.54699945047
"6639",5965.62919069356
"6640",13608.1573558594
"6641",11236.6711678833
"6642",10786.5325722921
"6643",9354.86515932117
"6644",14942.1220887951
"6645",523.51463186461
"6646",28144.8018672437
"6647",-2687.80005014798
"6648",22075.3366610694
"6649",24382.1359898548
"6650",5290.21015110513
"6651",5240.2273874075
"6652",19276.5875205953
"6653",4062.73538638095
"6654",9987.2263281619
"6655",34710.766008588
"6656",24707.3519279316
"6657",11176.0502808747
"6658",-247.652223647423
"6659",17540.1608386233
"6660",13537.1412062477
"6661",23645.261910122
"6662",5826.47628784832
"6663",4836.84684013447
"6664",6692.68081770014
"6665",6025.55892227375
"6666",19226.8604180962
"6667",25182.471391638
"6668",2485.05219883854
"6669",9226.16065944787
"6670",4815.21582706644
"6671",15786.6886872354
"6672",1348.23431462934
"6673",6093.87855090812
"6674",5522.00254996782
"6675",6151.76128009439
"6676",11485.6728274853
"6677",-2369.26860120636
"6678",25283.5920899747
"6679",2400.46685282883
"6680",19745.6008134499
"6681",8439.68504636439
"6682",4726.87178908713
"6683",10656.313789162
"6684",18316.6948971332
"6685",3499.83740477235
"6686",8228.52963881367
"6687",3325.11451032001
"6688",2373.25977498476
"6689",15498.0861076865
"6690",26907.2019757953
"6691",842.97621114823
"6692",11267.0154517766
"6693",4765.18970544266
"6694",13861.2216566243
"6695",26164.7128091374
"6696",3830.67434963853
"6697",16160.9533584673
"6698",1891.90422931682
"6699",13346.1630173922
"6700",22781.8448523283
"6701",8286.09796392792
"6702",31671.1081888768
"6703",3530.19865204254
"6704",26991.2592688922
"6705",6919.21750237104
"6706",24982.2654285402
"6707",1461.42695537402
"6708",5183.34795137539
"6709",3763.95469802584
"6710",20897.7461059686
"6711",3140.39851973955
"6712",27718.4635649008
"6713",10321.8163833535
"6714",-2006.01818430422
"6715",11642.9350392806
"6716",5642.52795814167
"6717",-557.980557946477
"6718",9293.40850465694
"6719",5485.26574634633
"6720",2860.18141417655
"6721",5047.48128775243
"6722",1786.01877322323
"6723",-3419.56925552192
"6724",11383.3426258024
"6725",2860.18141417655
"6726",27282.6285438247
"6727",16870.5794309084
"6728",12916.1802460695
"6729",10451.025228945
"6730",1059.78369433936
"6731",17109.9050144836
"6732",9299.01811972575
"6733",20497.8926075327
"6734",13886.4470994611
"6735",6904.44977354148
"6736",1443.83860635668
"6737",5477.78074156525
"6738",6453.29184444503
"6739",31430.2863867867
"6740",5152.00562112277
"6741",7231.46426337584
"6742",15165.7277270573
"6743",23550.2053427974
"6744",12397.2196447418
"6745",30691.6230297143
"6746",2416.4801273213
"6747",29684.7081335313
"6748",18077.4230772191
"6749",9174.86072101955
"6750",13123.455796649
"6751",9156.95870612104
"6752",25085.999890865
"6753",27130.1982573949
"6754",15218.5330298859
"6755",588.28888396742
"6756",5998.35184442969
"6757",25707.2625400117
"6758",19792.1562443963
"6759",13623.7549988865
"6760",2720.06569957541
"6761",20560.8407993021
"6762",10434.1237975912
"6763",34858.8198416765
"6764",7373.03349297829
"6765",8853.05858669938
"6766",9112.8977506615
"6767",10057.2878711013
"6768",6582.23855403718
"6769",4874.32916540091
"6770",23955.590244421
"6771",24434.4035085535
"6772",4700.59152117959
"6773",2564.28725946872
"6774",20838.2009221303
"6775",12674.9678828287
"6776",22559.9279417732
"6777",7525.55986632609
"6778",4708.3932084508
"6779",13689.0490704716
"6780",25219.2169409546
"6781",7530.89216154832
"6782",25171.300845417
"6783",33183.3679770238
"6784",22873.2598405868
"6785",10083.9413075987
"6786",4029.39638661605
"6787",10938.8198092627
"6788",27805.4357535633
"6789",11615.5542176777
"6790",17415.7893849865
"6791",8132.07251213485
"6792",2109.16180004389
"6793",27903.5159126443
"6794",1600.57985821926
"6795",22022.8685691103
"6796",4753.03624797869
"6797",15617.0062321085
"6798",28316.6587527578
"6799",4139.37847856127
"6800",6708.06209482032
"6801",12949.7574969806
"6802",13612.1148901285
"6803",4694.70026199064
"6804",35595.7515460359
"6805",8189.71852641703
"6806",-579.593020416493
"6807",6595.6402137214
"6808",23259.1377568334
"6809",23146.765200607
"6810",24097.290660387
"6811",8086.22617337231
"6812",13444.8422707981
"6813",13880.5521380025
"6814",5301.31741663968
"6815",7490.94537492336
"6816",5817.31651426412
"6817",22083.1944056983
"6818",27136.3964862022
"6819",10417.9655449872
"6820",20009.7181067034
"6821",23315.4481482248
"6822",17038.0171834966
"6823",32042.3805012732
"6824",7426.96023902644
"6825",14468.1162523929
"6826",2373.25977498476
"6827",5925.84636452539
"6828",863.956865247446
"6829",33802.6744240561
"6830",5453.38123236493
"6831",22002.7884862064
"6832",6999.77673976655
"6833",9331.60197288213
"6834",14227.1509222503
"6835",20022.0375807697
"6836",3473.42804910674
"6837",2703.44016231396
"6838",35555.3512942676
"6839",18871.2734228362
"6840",3708.20456199194
"6841",1919.11130716089
"6842",33493.6963113228
"6843",7994.76628127884
"6844",5025.9513111806
"6845",22397.4048138237
"6846",-1253.86684472128
"6847",2567.77628217275
"6848",6760.58458022655
"6849",10496.8426200278
"6850",17512.1647947763
"6851",11182.1178545036
"6852",4501.2893264868
"6853",1589.29754526374
"6854",5314.34627867003
"6855",19722.7580717107
"6856",9565.22422444806
"6857",-228.239740094429
"6858",19614.4272243184
"6859",5957.77144606466
"6860",19152.5841284846
"6861",23701.4846548743
"6862",6637.31497190662
"6863",12175.9608929548
"6864",29226.6759773613
"6865",22963.1981378719
"6866",17283.6426587049
"6867",1822.78409101003
"6868",5681.28977490982
"6869",3857.76753097574
"6870",9079.15531628873
"6871",1313.6198232266
"6872",11776.8642882613
"6873",1143.18979215245
"6874",26634.9565390124
"6875",22991.8076013003
"6876",30026.6395570145
"6877",2500.24142384859
"6878",23569.7703827125
"6879",19105.5603092264
"6880",1637.46645615815
"6881",10770.8864014991
"6882",3365.70410289388
"6883",6093.87855090812
"6884",7227.35342925177
"6885",11333.9774153307
"6886",12394.2878921713
"6887",13405.6723042725
"6888",4424.50012387342
"6889",9654.49568222123
"6890",6651.37783729838
"6891",28003.5342588736
"6892",2547.52858459659
"6893",4052.9284228056
"6894",14326.3462635799
"6895",6898.55851435253
"6896",10601.600382522
"6897",12854.2864575067
"6898",6611.59847935987
"6899",5255.94466533044
"6900",1281.6612409374
"6901",12548.2835866562
"6902",2174.19581162659
"6903",3477.93393188267
"6904",5691.01419883965
"6905",3607.21344616325
"6906",8305.94455911638
"6907",24648.9872603935
"6908",2366.69813607216
"6909",8189.71852641703
"6910",15433.591184157
"6911",4726.87178908713
"6912",-810.828510871147
"6913",4855.32520219941
"6914",1995.10126951783
"6915",18744.9173931345
"6916",3483.22839832956
"6917",11767.5457083618
"6918",9696.15874219786
"6919",13169.2445468344
"6920",11999.8617475799
"6921",16637.3143647105
"6922",5591.36537194867
"6923",6236.17469882444
"6924",31498.8690006166
"6925",-2503.85172044132
"6926",14703.1770427083
"6927",21701.1746264664
"6928",152.096268333381
"6929",18122.9283305762
"6930",4938.85687078306
"6931",4403.77055653524
"6932",11148.4846315161
"6933",4160.35913266048
"6934",-422.851768553906
"6935",7665.08061514113
"6936",17192.9248359893
"6937",23501.6771180225
"6938",8639.91090652008
"6939",13133.91297309
"6940",29880.4322067919
"6941",26665.0074737441
"6942",-811.816686833725
"6943",26048.9169819263
"6944",8334.62926441601
"6945",1453.5181264515
"6946",1430.91748801891
"6947",10467.2425563352
"6948",22125.8392300769
"6949",14731.2052276116
"6950",10802.3606796567
"6951",23439.8732242604
"6952",8640.42410334869
"6953",1373.95080717608
"6954",2845.53744482931
"6955",5679.31742028925
"6956",4623.86008380112
"6957",31854.1899117058
"6958",10233.9290161569
"6959",7795.77711567561
"6960",1453.5181264515
"6961",7466.84632592819
"6962",14501.5130981806
"6963",30068.5731576286
"6964",10964.5363018094
"6965",10295.3487380886
"6966",-959.623818981143
"6967",12579.7520489863
"6968",711.163168712296
"6969",-959.623818981143
"6970",33827.863460933
"6971",4929.89905310844
"6972",12894.0073609467
"6973",5039.27353190606
"6974",15093.1578768456
"6975",5975.54835142402
"6976",20022.0375807697
"6977",9656.98573777386
"6978",14982.4856264022
"6979",22792.1260166945
"6980",35766.8523487633
"6981",10604.8473982425
"6982",26799.8259344044
"6983",4971.42404242557
"6984",23030.0010924494
"6985",19838.6715770219
"6986",5625.75073267152
"6987",6254.15428972833
"6988",3489.87087156244
"6989",14594.666314692
"6990",851.910330863399
"6991",3178.71286311817
"6992",2728.88187014023
"6993",18457.8954849566
"6994",972.930241657368
"6995",6810.90733949208
"6996",30207.7509918045
"6997",6939.06448884546
"6998",4611.19977735187
"6999",4122.31226245081
"7000",32381.0046602184
"7001",2104.89802654804
"7002",7469.51803738302
"7003",11490.6647983826
"7004",11187.9804445691
"7005",5477.78074156525
"7006",14288.6677799734
"7007",16637.3143647105
"7008",10236.9507388292
"7009",11919.7830255992
"7010",8405.83838322017
"7011",17331.9362417064
"7012",13974.9256648416
"7013",11516.9989351008
"7014",7577.99602707692
"7015",9835.76347584566
"7016",-673.405853366387
"7017",26421.6674289375
"7018",6529.53132807235
"7019",13905.037865661
"7020",5262.74841352312
"7021",2979.0957323005
"7022",5642.52795814167
"7023",18574.0530214533
"7024",5139.56387536184
"7025",11382.2406774994
"7026",19530.5184282378
"7027",19527.760916764
"7028",13384.5189841566
"7029",22123.7941557803
"7030",8175.19290686756
"7031",5066.48060975013
"7032",25538.6719532366
"7033",7556.98182268494
"7034",16024.9540368389
"7035",12193.0106928893
"7036",3618.21736159479
"7037",11857.6885166701
"7038",19472.023293187
"7039",27121.2808525507
"7040",11032.8807399663
"7041",8101.53199004982
"7042",923.91283556887
"7043",22496.5121132205
"7044",8013.07738136147
"7045",22401.0719843857
"7046",9144.3137530779
"7047",12770.174028816
"7048",6637.24017415168
"7049",4239.95014989534
"7050",17680.1060134947
"7051",5465.16534492451
"7052",8608.02022776055
"7053",9216.63581981631
"7054",5349.60186620512
"7055",11122.7681389693
"7056",9838.8252788995
"7057",6576.1501449195
"7058",3033.85011064085
"7059",3131.94074535905
"7060",4623.86008380112
"7061",16691.4698891049
"7062",18663.1590716447
"7063",5006.87237686594
"7064",4988.31921704605
"7065",7227.97107342322
"7066",-777.185219526201
"7067",29614.5578033597
"7068",30019.5001991783
"7069",749.332350144858
"7070",34367.932706499
"7071",2430.82810009901
"7072",10195.5934853815
"7073",28367.8399414283
"7074",9884.06460617354
"7075",27180.6437121555
"7076",6578.17171235359
"7077",14316.0343603563
"7078",9078.53767211728
"7079",15133.7576269275
"7080",5608.01369564651
"7081",29253.5376851917
"7082",20464.6910097661
"7083",6638.01200227407
"7084",33260.6181125698
"7085",6254.15428972833
"7086",5793.62006009539
"7087",25661.288144431
"7088",14034.0895817082
"7089",21550.8112765656
"7090",5666.28803776517
"7091",-2649.53997981527
"7092",24794.6755197675
"7093",4623.3545395191
"7094",18636.7218351065
"7095",11116.5277924935
"7096",5561.83803466208
"7097",4645.92249653779
"7098",11063.7092285577
"7099",5190.31516229057
"7100",5025.9513111806
"7101",-40.6498313216846
"7102",5678.16361141888
"7103",21765.0083267704
"7104",14133.6164387673
"7105",14293.1117437696
"7106",-234.879325394586
"7107",25220.140504295
"7108",31007.0550555026
"7109",958.905105282691
"7110",3228.07807358985
"7111",5187.01311090412
"7112",3376.75709538252
"7113",2351.98353786239
"7114",-247.652223647423
"7115",24677.8203548066
"7116",34940.2892074946
"7117",12987.9679285826
"7118",31526.1784965181
"7119",6469.26020912899
"7120",23585.9826093118
"7121",13742.1090616529
"7122",26960.9315223719
"7123",5407.17019131937
"7124",2075.85255902347
"7125",6073.00523208446
"7126",15027.1777429872
"7127",13131.5884778091
"7128",5029.73443691773
"7129",28840.1976456066
"7130",3534.8154310303
"7131",-515.922532125894
"7132",23589.5388298731
"7133",5485.26574634633
"7134",1156.87857136401
"7135",8493.61864583868
"7136",10554.8045951048
"7137",5433.13353478877
"7138",8979.43859129179
"7139",21535.9991512785
"7140",6109.41342726044
"7141",24372.4013604672
"7142",26238.8496260977
"7143",8711.25865687543
"7144",6806.79562127212
"7145",15311.3886497704
"7146",3718.76376073695
"7147",4323.32680826792
"7148",23086.0564383464
"7149",8808.4113799229
"7150",10231.9289843505
"7151",7234.82896299593
"7152",19503.7138307171
"7153",2206.25667706855
"7154",6892.01042452697
"7155",31476.0314062389
"7156",5281.03703764962
"7157",24447.6609840544
"7158",23751.3942171382
"7159",11906.8785887753
"7160",26741.6096559798
"7161",34718.0608303431
"7162",7001.61512944705
"7163",36601.6985691909
"7164",14249.943612793
"7165",736.682461787463
"7166",2742.52573954329
"7167",11927.7777919219
"7168",23588.774345914
"7169",7849.90791462149
"7170",13307.4092737171
